epoch,step,min,max,mean,std
1,594,-0.5639837980270386,0.8482949137687683,0.18332260847091675,0.4154166579246521
2,1188,-1.113547682762146,0.0,-0.49827641248703003,0.3513818681240082
3,1782,-1.1977845430374146,0.0,-0.5194898247718811,0.3601926565170288
4,2376,-1.8485270738601685,0.0,-0.7853829264640808,0.5676535964012146
5,2970,-0.09332123398780823,3.0004329681396484,0.9998591542243958,1.0264813899993896
6,3564,-5.139679431915283,1.564907431602478,-1.1534152030944824,1.6700034141540527
7,4158,-10.252910614013672,1.0320981740951538,-3.053671360015869,3.445591449737549
8,4752,-9.232914924621582,4.684684753417969,-1.3597111701965332,2.573350191116333
9,5346,-0.6653264164924622,2.52917742729187,0.3793243169784546,0.7629995942115784
10,5940,-1.0951687097549438,0.05946112424135208,-0.5011677742004395,0.36547601222991943
11,6534,-0.26220840215682983,1.1440774202346802,0.46874845027923584,0.43934720754623413
12,7128,-0.09566456824541092,1.941304326057434,0.7737482786178589,0.7631981372833252
