epoch,step,min,max,mean,std
1,594,-0.01407720148563385,0.001743414904922247,-0.006166893057525158,0.007910308428108692
2,1188,-0.040651947259902954,0.07683834433555603,0.018093198537826538,0.05874514579772949
3,1782,-0.05735044553875923,0.02009115368127823,-0.0186296459287405,0.03872080147266388
4,2376,-0.024049635976552963,0.05436256527900696,0.015156464651226997,0.03920610249042511
5,2970,-0.03827613964676857,0.029570601880550385,-0.004352768883109093,0.033923372626304626
6,3564,0.004016169346868992,0.04042991250753403,0.022223040461540222,0.018206872045993805
7,4158,-0.06719525158405304,0.04143621027469635,-0.012879520654678345,0.054315730929374695
8,4752,-0.05551007390022278,-0.008362192660570145,-0.03193613141775131,0.023573940619826317
9,5346,-0.04918140918016434,0.10746680200099945,0.029142696410417557,0.07832410931587219
10,5940,-0.08017474412918091,0.016160540282726288,-0.03200710192322731,0.0481676422059536
11,6534,-0.020838333293795586,0.013224242255091667,-0.0038070455193519592,0.017031287774443626
12,7128,-0.006780100986361504,-0.001394038088619709,-0.004087069537490606,0.0026930314488708973
