epoch,step,min,max,mean,std
1,594,-0.7239465713500977,0.7420280575752258,0.009650973603129387,0.16153599321842194
2,1188,-0.8438034057617188,0.8845139741897583,0.007698243949562311,0.11625193804502487
3,1782,-0.7790864109992981,0.7694425582885742,0.013704970479011536,0.11176598072052002
4,2376,-2.185703754425049,2.3779330253601074,0.018460890278220177,0.27795615792274475
5,2970,-4.772009372711182,4.510237216949463,0.03362973779439926,0.5573704838752747
6,3564,-3.8969829082489014,4.410830497741699,-0.00911511667072773,0.7854014039039612
7,4158,-21.42303466796875,12.541850090026855,0.15298298001289368,1.4549806118011475
8,4752,-17.631793975830078,12.27470588684082,-0.13280729949474335,1.3381065130233765
9,5346,-2.263009548187256,3.333139181137085,-0.010317975655198097,0.47384411096572876
10,5940,-1.3417004346847534,1.6202207803726196,-0.013276666402816772,0.27727210521698
11,6534,-2.1098036766052246,2.9047560691833496,0.023114008828997612,0.36796119809150696
12,7128,-1.6262247562408447,3.539879560470581,0.005290486849844456,0.2957908809185028
