epoch,step,min,max,mean,std
1,1000,-0.5285561084747314,0.5879082083702087,0.01558388490229845,0.09093252569437027
2,2000,-2.0176260471343994,2.639939785003662,-0.02188543789088726,0.4851260781288147
3,3000,-3.1875829696655273,2.8764026165008545,0.00015447828627657145,0.5646576285362244
4,4000,-1.9181339740753174,2.1520934104919434,0.015102756209671497,0.33270418643951416
5,5000,-5.421494960784912,5.183890342712402,0.09144364297389984,0.8067534565925598
6,6000,-4.1391191482543945,3.9932079315185547,-0.05112440139055252,0.5982528924942017
7,7000,-2.2428369522094727,2.069661855697632,-0.025196556001901627,0.4003380239009857
8,8000,-3.9642043113708496,6.02996301651001,0.10439413785934448,0.8733125925064087
9,9000,-8.630583763122559,7.960268497467041,0.003503675339743495,1.4572985172271729
10,10000,-11.610193252563477,9.501272201538086,-0.011683901771903038,1.4549200534820557
11,11000,-5.070123672485352,2.7644119262695312,0.03798268735408783,0.5271291136741638
12,12000,-25.443117141723633,27.73883819580078,-0.18361005187034607,3.7090210914611816
13,13000,-6.161616802215576,9.178750038146973,0.062288276851177216,1.2657328844070435
14,14000,-7.5717854499816895,5.710569381713867,0.03903549164533615,1.0893350839614868
15,15000,-14.204080581665039,17.054737091064453,-0.012648321688175201,1.905608892440796
16,16000,-5.543674945831299,5.8755388259887695,-0.004159373231232166,0.946026086807251
17,17000,-12.599383354187012,13.168928146362305,-0.055158089846372604,2.154385805130005
18,18000,-10.9337158203125,22.67845344543457,0.060019392520189285,1.5380197763442993
19,19000,-18.800907135009766,11.876399993896484,-0.06630373001098633,1.5847837924957275
20,20000,-25.49856185913086,16.51033592224121,0.010531650856137276,2.1608996391296387
21,21000,-17.17034339904785,18.795042037963867,0.0383172407746315,2.4501192569732666
22,22000,-10.783352851867676,7.344710826873779,-0.06061837822198868,1.1229403018951416
23,23000,-18.70326805114746,10.475214958190918,-0.10388946533203125,1.4127038717269897
24,24000,-17.025253295898438,13.595220565795898,0.06988442689180374,2.484065055847168
25,25000,-12.719078063964844,14.103199005126953,-0.03168284147977829,2.22506046295166
26,26000,-6.288979530334473,12.783881187438965,0.04704112559556961,0.9579606056213379
27,27000,-28.40053939819336,23.401382446289062,-0.056110549718141556,2.600574493408203
28,28000,-11.278916358947754,24.027660369873047,0.1256447285413742,2.090449333190918
29,29000,-16.803382873535156,21.231481552124023,0.1156972199678421,2.519360065460205
30,30000,-25.04161834716797,17.127723693847656,-0.0128876818343997,2.519805908203125
