epoch,step,min,max,mean,std
1,1000,-0.36921024322509766,0.6110925078392029,0.061765655875205994,0.14966246485710144
2,2000,-1.641714096069336,1.031333565711975,-0.12849661707878113,0.5051470398902893
3,3000,-3.9893383979797363,2.7061572074890137,-0.3439716398715973,0.9965847730636597
4,4000,-1.6221057176589966,1.4287688732147217,0.007593691349029541,0.47179725766181946
5,5000,-4.89531946182251,4.235710620880127,0.16174495220184326,1.3430955410003662
6,6000,-3.409738779067993,2.4492599964141846,-0.20773226022720337,0.9147659540176392
7,7000,-1.8834795951843262,2.0692243576049805,-0.07784464210271835,0.5522056818008423
8,8000,-2.588486909866333,6.26163387298584,0.4549819231033325,1.155331015586853
9,9000,-13.997377395629883,7.846744060516357,-0.930688738822937,3.205251693725586
10,10000,-10.481592178344727,12.499305725097656,-0.7263112664222717,3.1085708141326904
11,11000,-2.4978082180023193,2.7510032653808594,-0.26427558064460754,0.7938323020935059
12,12000,-13.095677375793457,32.27108383178711,2.4822230339050293,5.889595985412598
13,13000,-7.582305431365967,11.070480346679688,0.8348041772842407,3.326140880584717
14,14000,-4.093775749206543,5.697192192077637,0.47430509328842163,1.1428214311599731
