1,1000,1.132879627853632
2,2000,1.6122550152279436
3,3000,2.433415335431695
4,4000,3.1035196824222804
5,5000,3.388909481845796
6,6000,3.978797036074102
7,7000,4.046041210398078
8,8000,4.498897106990218
9,9000,4.639427588507533
10,10000,4.755996953070164
11,11000,4.882833231404423
12,12000,5.178742901995778
13,13000,5.313382310986519
14,14000,5.347637526847422
15,15000,5.480345440775156
16,16000,5.897274947792291
17,17000,5.796997291088104
18,18000,6.006525581218302
19,19000,5.876193131178617
20,20000,6.058935771286488
21,21000,5.984754823565483
22,22000,6.115464863479137
