1,1000,0.047251805782318114
2,2000,0.05252856040000915
3,3000,0.04354088377952576
4,4000,0.0445779185295105
5,5000,0.01744089698791504
6,6000,0.01600127911567688
7,7000,0.01601379108428955
8,8000,0.015512236833572387
9,9000,0.015493542194366454
10,10000,0.015583247661590575
11,11000,0.01585066628456116
12,12000,0.02817206883430481
13,13000,0.02779184556007385
14,14000,0.0445060510635376
15,15000,0.06240072822570801
16,16000,0.06217292642593384
17,17000,0.01832735276222229
18,18000,0.057842071294784546
19,19000,0.05649259948730469
20,20000,0.036081661224365236
21,21000,0.04348633337020874
22,22000,0.04717317509651184
