1,1000,68.29075305175782
2,2000,52.42906919384003
3,3000,49.205619567632674
4,4000,47.156086075305936
5,5000,49.50123214650154
6,6000,52.41575268507004
7,7000,56.72677021217346
8,8000,53.875982662200926
9,9000,55.141589764118194
10,10000,56.59450746297836
11,11000,61.43729374790192
12,12000,60.7875361828804
13,13000,58.77408979177475
14,14000,59.67526182794571
15,15000,58.24240252351761
16,16000,57.64949459886551
17,17000,53.322316198349
18,18000,51.98525251865387
19,19000,53.090368978500365
20,20000,51.61449291658401
21,21000,51.457931802749634
22,22000,48.102311836719515
