1,1000,2.6559500756263734
2,2000,2.0805349831581115
3,3000,1.7488052299022674
4,4000,1.497586476802826
5,5000,1.2982475140690803
6,6000,1.109127496123314
7,7000,0.9347436655759811
8,8000,0.7896209986209869
9,9000,0.6559746496081352
10,10000,0.5512407782375812
11,11000,0.4533696578145027
12,12000,0.38231751032173633
13,13000,0.3127748883664608
14,14000,0.2593288684338331
15,15000,0.21941002218425273
16,16000,0.18637214951217174
17,17000,0.15909638810902835
18,18000,0.14341658139973879
19,19000,0.115597497202456
20,20000,0.10916357250511646
21,21000,0.09428689895756542
22,22000,0.07796608077920973
23,23000,0.06904944431316108
24,24000,0.056751989223062994
25,25000,0.04593601752317045
26,26000,0.03773685835301876
27,27000,0.03157468190090731
28,28000,0.022332482481957412
29,29000,0.015446215528994799
30,30000,0.013496339956996962
