1,1000,-56.87354034805298
2,2000,-54.490440673828125
3,3000,-50.38218511581421
4,4000,-46.33153315734863
5,5000,-42.41633561706543
6,6000,-38.83856272888183
7,7000,-35.628351718902586
8,8000,-32.53722596168518
9,9000,-29.741047269821166
10,10000,-27.09511532020569
11,11000,-24.695090976715086
12,12000,-22.497844089508057
13,13000,-20.496118309020996
14,14000,-18.679930171966554
15,15000,-16.9813838596344
16,16000,-15.387074224472046
17,17000,-14.018651732444763
18,18000,-12.710256994247436
19,19000,-11.588630311012269
20,20000,-10.488088991165162
21,21000,-9.503462851524352
22,22000,-8.65160533618927
23,23000,-7.8888952913284305
24,24000,-7.153003876209259
25,25000,-6.513518751144409
26,26000,-5.948536461830139
27,27000,-5.399368102550507
28,28000,-4.921351920127869
29,29000,-4.4803003396987915
30,30000,-4.087008499383926
