1,1000,0.9506124750971794
2,2000,0.8608184930086136
3,3000,0.7822782620191574
4,4000,0.7123925799131393
5,5000,0.6496506709456443
6,6000,0.5928447565436363
7,7000,0.54118683385849
8,8000,0.4941169221997261
9,9000,0.45124508050084117
10,10000,0.4121751172244549
11,11000,0.37654509806632996
12,12000,0.34400877782702444
13,13000,0.3142991907894611
14,14000,0.28717571395635605
15,15000,0.2623929110765457
16,16000,0.23980032120645045
17,17000,0.21917209190130232
18,18000,0.2003115443587303
19,19000,0.18305274412035943
20,20000,0.16731400406360628
21,21000,0.1529435968697071
22,22000,0.13980104126036166
23,23000,0.12775631945580243
24,24000,0.11674823208153248
25,25000,0.10671609295159579
26,26000,0.09749532148987054
27,27000,0.08908445089310407
28,28000,0.08140290715545416
29,29000,0.07438520605862141
30,30000,0.06796570275723934
