epoch,step,min,max,mean,std
1,594,-0.10128797590732574,0.08963504433631897,-0.0012489189393818378,0.016235655173659325
2,1188,-0.19069519639015198,0.16190457344055176,0.00019508885452523828,0.025427861139178276
3,1782,-0.11150762438774109,0.10996947437524796,0.00202706060372293,0.018057597801089287
4,2376,-0.42561477422714233,0.329870343208313,-0.00130338198505342,0.06354384124279022
5,2970,-0.23814068734645844,0.5519432425498962,-0.014212343841791153,0.04842977598309517
