epoch,step,min,max,mean,std
1,1000,-0.07717479020357132,0.06946811079978943,0.007189058233052492,0.038767337799072266
2,2000,-0.11176363378763199,0.2233676016330719,-0.0005354059394448996,0.0753900408744812
3,3000,-0.4806242883205414,0.2791820466518402,0.022562360391020775,0.18446658551692963
4,4000,-0.06504876166582108,0.11345277726650238,0.019358839839696884,0.03151342645287514
5,5000,-0.16280005872249603,0.0711010992527008,-0.0032017158810049295,0.05744672194123268
6,6000,-0.18584850430488586,0.1224893182516098,-0.005342116579413414,0.09328065812587738
7,7000,-0.22528718411922455,0.3397449254989624,0.046705279499292374,0.1474006026983261
8,8000,-0.09890419244766235,0.20888547599315643,0.011116291396319866,0.08221465349197388
9,9000,-0.2590603232383728,0.35045209527015686,-0.03984217718243599,0.14093035459518433
10,10000,-0.6070879101753235,0.2133629471063614,0.020471449941396713,0.13137699663639069
11,11000,-0.25324705243110657,0.3223840296268463,0.059040725231170654,0.11507011204957962
12,12000,-0.24608922004699707,0.19985175132751465,0.051105089485645294,0.06215007230639458
13,13000,-0.42652466893196106,0.283382385969162,-0.0707094818353653,0.18870016932487488
14,14000,-0.09023173898458481,0.2072030007839203,0.04159272089600563,0.053188469260931015
15,15000,-0.09640651196241379,0.5870779752731323,0.08923612534999847,0.16407063603401184
16,16000,-0.16557547450065613,0.08439317345619202,-0.006881317589432001,0.042936719954013824
17,17000,-0.21474464237689972,0.6658938527107239,0.06792003661394119,0.24434097111225128
18,18000,-0.15766161680221558,0.829189658164978,0.0348062738776207,0.200430765748024
19,19000,-0.13980786502361298,0.3121918737888336,0.016905352473258972,0.07318928092718124
20,20000,-0.2814140319824219,0.6863102316856384,0.04275738447904587,0.2381398230791092
21,21000,-0.26768234372138977,1.0062415599822998,0.050773002207279205,0.21845193207263947
22,22000,-0.3589317500591278,0.45883241295814514,0.09006951749324799,0.18785998225212097
23,23000,-0.5548720955848694,0.16791415214538574,-0.017119303345680237,0.15843607485294342
24,24000,-0.361904501914978,0.5826160907745361,0.03259890526533127,0.14955279231071472
25,25000,-0.5846682190895081,0.4336046278476715,-0.11582008004188538,0.22630690038204193
26,26000,-0.3175843358039856,0.538041353225708,0.019553763791918755,0.2281711846590042
27,27000,-0.22777996957302094,0.26114919781684875,0.0038044522516429424,0.05288581922650337
28,28000,-0.9880319237709045,0.2292860448360443,-0.041444748640060425,0.23347429931163788
29,29000,-0.30070045590400696,0.4495408833026886,0.07275662571191788,0.1867588460445404
30,30000,-0.561585009098053,0.18252524733543396,-0.09417106211185455,0.2142149955034256
