epoch,step,min,max,mean,std
1,1000,-0.9319595098495483,0.16722606122493744,-0.31274592876434326,0.32137808203697205
2,2000,-0.4485302269458771,1.165945053100586,0.36660119891166687,0.38510361313819885
3,3000,-3.1235194206237793,0.5946597456932068,-1.181715965270996,1.1165136098861694
4,4000,-2.1926989555358887,0.5823538303375244,-0.4632670283317566,0.8204607367515564
5,5000,-0.6069816946983337,0.0851822942495346,-0.2590164542198181,0.20876120030879974
6,6000,-0.8367506265640259,0.3593024015426636,-0.20986777544021606,0.22374039888381958
7,7000,-11.034634590148926,0.01225295104086399,-3.478389263153076,3.582097053527832
8,8000,-0.1748911589384079,0.4035738706588745,0.15021441876888275,0.14192655682563782
9,9000,-0.9363632798194885,4.893155574798584,1.62089204788208,1.8504462242126465
10,10000,-5.8341827392578125,0.38160404562950134,-1.8142023086547852,2.1702487468719482
11,11000,-2.134993076324463,0.7156492471694946,-0.5192983150482178,0.8061084151268005
12,12000,-6.642750263214111,0.5129685997962952,-1.6721210479736328,2.365718364715576
13,13000,-1.7932993173599243,3.9563915729522705,-0.026993298903107643,1.213104486465454
14,14000,-3.5469748973846436,0.865129828453064,-0.18915200233459473,0.845253586769104
15,15000,-0.6268482208251953,1.8127212524414062,0.7829400300979614,0.6791593432426453
16,16000,-0.6458621621131897,0.5157109498977661,-0.1888403594493866,0.2681695222854614
17,17000,-0.8988556861877441,1.5466053485870361,0.6956459283828735,0.5901530981063843
18,18000,-0.7756813764572144,4.965192794799805,1.9056506156921387,1.7618886232376099
19,19000,-0.7713462710380554,1.7697930335998535,0.563765287399292,0.71366286277771
20,20000,0.0,3.6765682697296143,1.5073527097702026,1.257176160812378
21,21000,-4.892690181732178,2.1388187408447266,-0.09498359262943268,1.38211190700531
22,22000,-1.6731064319610596,2.0144691467285156,0.4669559597969055,0.9206344485282898
23,23000,-2.4022161960601807,0.026478173211216927,-1.047629952430725,0.8044983148574829
24,24000,-1.2839527130126953,3.178269147872925,0.9670765399932861,1.2689846754074097
25,25000,-2.611900568008423,5.662709712982178,0.4466717839241028,1.9299994707107544
26,26000,-0.8125788569450378,2.5844647884368896,1.0135278701782227,0.9257628321647644
27,27000,-0.41545721888542175,0.7674378156661987,0.1505376398563385,0.19640815258026123
28,28000,-1.1426894664764404,1.671372652053833,0.22934183478355408,0.5453400611877441
29,29000,-1.0537819862365723,2.7415432929992676,1.0624520778656006,1.1195671558380127
30,30000,-3.419806957244873,1.0663610696792603,-1.4053435325622559,1.3826745748519897
