1,1000,0.007434455871582031
2,2000,0.00639027738571167
3,3000,0.006820821285247803
4,4000,0.006902230739593506
5,5000,0.006892646551132202
6,6000,0.007024298429489136
7,7000,0.005136328220367432
8,8000,0.003839193820953369
9,9000,0.003878938674926758
10,10000,0.003797508478164673
11,11000,0.003934832096099854
12,12000,0.006151628494262695
13,13000,0.007278215885162353
14,14000,0.007455463171005249
15,15000,0.007948080539703369
16,16000,0.004502903938293457
17,17000,0.0038074951171875
18,18000,0.003927620410919189
19,19000,0.003732362985610962
20,20000,0.003767664670944214
21,21000,0.003981576442718506
22,22000,0.003867758274078369
23,23000,0.003922472953796387
24,24000,0.005553793430328369
25,25000,0.009996476888656616
26,26000,0.009708471775054931
27,27000,0.008441200494766236
28,28000,0.0067099397182464595
29,29000,0.006845399618148804
30,30000,0.008983691692352296
